year,case,title,documenturl,courtline,fileddate,citation,parallelcite,docketnum,summary,searchsnippet1,searchsnippet2,searchsnippet3,searchsnippet4
2007,,Joseph Chris Personnel Services Inc. v. Rossi,https://www.westlaw.com/Document/I57eacd43781e11dcb979ebb8243d536d/View/FullText.html?listSource=Search&list=CASE&rank=230&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Court of Appeals, Fifth Circuit.",10-Oct-07,249 Fed.Appx. 988,2007 WL 2948578,06-20235,LABOR AND EMPLOYMENT - Arbitration. Personnel recruitment firm did not waive its right to arbitrate dispute with former employees by filing lawsuit.,...Personnel recruitment firm sued two former employees for breach of non- compete agreement and breach of fiduciary duties. Employees removed the action...,...initiated once its action against former employees for breach of non- compete agreement and breach of fiduciary duties was removed to federal...,...decision to file lawsuit against former employees for breach of non- compete agreement and breach of fiduciary duties did not result in...,"...Marco, two of its former employees, for breach of a non- compete agreement and breach of fiduciary duties. Rossi and Marco counterclaimed..."
2008,,"Mexican Institute of Greater Houston, Inc. v. Fernandez",https://www.westlaw.com/Document/I6aba942d99d111dd9876f446780b7bdc/View/FullText.html?listSource=Search&list=CASE&rank=185&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. Texas, Houston Division.",10-Oct-08,Not Reported in F.Supp.2d,2008 WL 4546605,CIV.A. H-08-01394,"Pending before the court is defendants Jose Pablo Fernandez and CCA Alliance, Inc.'s motion for partial summary judgment. Dkt. 11. Upon consideration of the record and applicable law, the motion for partial summary judgment by defendants is DENIED. Additionally, plaintiff Mexican Institute of Greater Houston, Inc.'s motion for leave to amend the...",...Mireles (Mireles) to join the Alliance in violation of a non- compete provision in Mireles's resignation agreement with the Institute (Resignation Agreement...,"...move for partial summary judgment regarding the validity of the non- compete provision. Dkts. 8, 11. In its response, the Institute requests...","...56(e) Analysis Under these standards, the issue of the non- compete provision's enforceability is not ripe for partial summary judgment consideration...","...further liability may arise from the alleged violation of a non- compete provision in the Resignation Agreement. Dkt 1. But, the Institute..."
2008,,International Paper Company v. Sonoco Products Company,https://www.westlaw.com/Document/I3d5d84203ac411e888d5f23feb60b681/View/FullText.html?listSource=Search&list=CASE&rank=414&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, W.D. Tennessee, Western Division.",10-Oct-08,Slip Copy,2008 WL 11411117,08-2656-STA-DKV,"Before the Court is Plaintiffs International Paper Company and Randy Pitts' Motion for Temporary Restraining Order and Permanent Injunction filed on October 6, 2008 (D.E. # 3). For the following reasons this Motion is GRANTED in part and DENIED in part. Plaintiff Randy Pitts was hired by International Paper Co., to begin work on Monday, October 6,...","...the loss of fair competition through the breach of a non- competition agreement, may not be fully compensable, and thus, in these...",,,
2005,,"Century 21 Real Estate Corp. v. Lendingtree, Inc.",https://www.westlaw.com/Document/I1ca1b3303a4311da974abd26ac2a6030/View/FullText.html?listSource=Search&list=CASE&rank=466&sessionScopeId=b148ef7b263a93e7be26a0ca3b0848336dc62882a98ffc68849e42f08b111e5e&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Court of Appeals, Third Circuit.",11-Oct-05,425 F.3d 211,2005 WL 2495718,03-4700,TRADEMARKS - Fair Use. Plaintiff had burden of proving likelihood of confusion when defendant raised nominative fair use defense.,...updated formulation post-dates Lapp and addresses both competitive and non- competitive uses. I agree with the majority that Lapp factors one...,,,
2006,,Wilferth v. Faulkner,https://www.westlaw.com/Document/I240c756a5a6311dbb381a049c832f3c9/View/FullText.html?listSource=Search&list=CASE&rank=121&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, N.D. Texas, Dallas Division.",11-Oct-06,Not Reported in F.Supp.2d,2006 WL 2913456,3:06 CV 510 K,Before the Court is Appellant John Wilferth's (Wilferth) Rule 8001(a) Motion to Allow Late Filing of Statement of Issues (Document No. 11). Also before the Court is Wilferth's appeal from a Memorandum Opinion granting Trustee Dennis Faulkner's (the Trustee) Motion for Summary Judgment and Final Judgment denying Appellant's causes of action and...,"...September 16, 1997 (the Employment Agreement). The Employment Agreement contained covenants preventing Wilferth from (1) competing with Heritage and (2) using Heritage's confidential information for non-Heritage purposes (collectively the  Non- Compete Clauses). Heritage terminated Wilferth's employment on February 19, 1998. Wilferth...",...Sagemark a letter (the Notice Letter) informing Sagemark of the Non- Compete Clauses in Wilferth's Employment Agreement with Heritage. After Sagemark investigated...,"...sending the Notice Letter and Heritage's attempt to enforce the Non- Compete Clauses constitute a breach of the Employment Agreement, allegedly making...",...2) the actions of Heritage in attempting to enforce the Non- Compete Clauses constituted tortious inteference with his contract with Sagemark. As...
2006,,"In re American Eagle Coatings, Inc.",https://www.westlaw.com/Document/I7c7eaccb6b6f11dbab489133ffb377e0/View/FullText.html?listSource=Search&list=CASE&rank=492&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Bankruptcy Court, W.D. Missouri.",11-Oct-06,353 B.R. 656,2006 WL 3118949,"ADV NO 05-4111, 04-41881",BANKRUPTCY - Avoidance. Chapter 7 trustee could not recover challenged transfers as preferential payments.,...against a former employee to enforce the terms of a non- compete provision in an employment contract. The employee defended on the...,,,
2007,,"Lydian Wealth Management Co., LLC v. Jacob",https://www.westlaw.com/Document/I9b6e520ee93111dcb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=578&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, D. Oregon.",11-Oct-07,Not Reported in F.Supp.2d,2007 WL 4964427,CV 06-1796-PK,"This action was filed against defendant Nancy L. Jacob by plaintiffs Lydian Wealth Management Company, LLC (Lydian), and Windermere Investment Associates, LLC (Windermere), on December 15, 2006, alleging (i) breach of contract, (ii) unjust enrichment, (iii) breach of the implied covenant of good faith and fair dealing,...",...provision. 1. Enforceability Oregon statutory law provides that: (1) A noncompetition agreement entered into between an employer and employee is void...,"...1080 (1977) To be entitled to the protection which a noncompetition covenant purports to provide, the employer must show that he...","...Asbury, 238 Or. 257, 264, 393 P.2d 774 (1964) ( noncompetition agreement with ten year term enforceable). As a matter of...",
2007,,"Digecor, Inc. v. E.Digital Corp.",https://www.westlaw.com/Document/I7b3553c17d8f11dcab5dc95700b89bde/View/FullText.html?listSource=Search&list=CASE&rank=345&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, D. Utah, Central Division.",12-Oct-07,Not Reported in F.Supp.2d,2007 WL 3025051,2:06-CV-437 TS,"This matter is before the Court on Plaintiff's Motion for Partial Summary Judgment, Defendant's Rule 56(f) Motion, and Plaintiff's Motion to Strike. Plaintiff requests the Court enter judgment that Defendant has violated the 2002 non-disclosure agreement (2002 NDA) between Aircraft Protective Systems, Inc. (APS) and...","...express prior written consent of WILLIAM J. BOYER, Jr. 6. Non  Competition: [e.Digital] agrees not to compete with APS, Inc. directly or...",,,
2007,,McKing Consulting Corp. v. U.S.,https://www.westlaw.com/Document/Iaf20f0e680c011dca1e6fa81e64372bf/View/FullText.html?listSource=Search&list=CASE&rank=697&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,United States Court of Federal Claims.,12-Oct-07,78 Fed.Cl. 715,2007 WL 3054390,07-17 C,GOVERNMENT CONTRACTS - Bidding. Contracting agency's decision to set aside solicitation for small business complied with Federal Acquisition Regulation.,"...FAR Part 15 prescribes policies and procedures for competitive and noncompetitive negotiated acquisitions. 48 C.F.R. §15 Consequently, pre-solicitation notice...",,,
2010,,"Campbell v. Thales Fund Management, LLC",https://www.westlaw.com/Document/Ifc828dddebfa11df9d9cae30585baa87/View/FullText.html?listSource=Search&list=CASE&rank=803&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. New York.",12-Oct-10,Not Reported in F.Supp.2d,2010 WL 4455299,10 CIV 3177 JSR,"In this action, plaintiffs Peter Campbell and Michael Berkley allege that their former employer, Thales Fund Management, LLC (Thales), and its principals wrongfully refused to pay them certain amounts of deferred bonus compensation following their termination. Based on these allegations, plaintiffs' amended complaint asserts seven causes of...","...compensation amount in the event that the participant breaches a  noncompetition, confidentiality, nonsolicitation, nondisclosure or other similar agreement. For these reasons...",,,
2006,,"York Group, Inc. v. Horizon Casket Group, Inc.",https://www.westlaw.com/Document/I4ec0b4065d4511dbb38df5bc58c34d92/View/FullText.html?listSource=Search&list=CASE&rank=84&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. Texas, Houston Division.",13-Oct-06,459 F.Supp.2d 567,2006 WL 2934258,CIV.A. H-05-2181,TRADEMARKS - Name or Likeness. Alleged Tariff Act violation by importing goods without mark for country of origin was not per se violation of Lanham Act.,...manufacturer's products or its reputation or goodwill was not a  covenant not to compete  under Texas law; and (3) former distributor's alleged Tariff...,...manufacturer's products or its reputation or goodwill was not a  covenant not to compete  within the meaning of statutory restrictions on enforceability; the clause...,...contract under Texas law because the Agreement is an unenforceable covenant not to compete.  Delta's characterization of the Agreement as a  non- compete  contract is based on Section 6.6's stipulation that Delta...,"...attempt to fit within the ambit of the law on non- compete agreements, Delta asserts that it could be held liable under..."
2009,,"Peakstone Financial Services, Inc. v. Carsten",https://www.westlaw.com/Document/I0886da5054c711e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=331&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. Mississippi, Jackson Division.",13-Oct-09,Slip Copy,2009 WL 10675165,"3:09CV201-DPJ-JCS, 3:09CV200-HTW-JCS, 3:09CV199-DPJ-JCS","This cause is before the court on the motion of Defendants to transfer pursuant to 28 U.S.C. §1404(a). Having considered the motion, response, reply, and surreply, the court concludes for the reasons set forth herein that the motion should be granted and this action transferred to the United States District Court for the District of...",...is a diversity action in which Plaintiff seeks enforcement of non- compete clauses as well as damages and other relief in connection...,"...well as the employment agreement signed by Seth Carstens, contained non- compete clauses. In 2008 Tamara, Martin and Seth all filed EEOC...","...Defendants' business activities through their new agency violated of their non- compete agreements. Defendants removed the actions to this court, and the...",
2010,,Hamilton v. Geithner,https://www.westlaw.com/Document/I6fbccfe0d79811df8228ac372eb82649/View/FullText.html?listSource=Search&list=CASE&rank=664&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, District of Columbia.",13-Oct-10,743 F.Supp.2d 1,2010 WL 4008353,CIV.A. 05-1549 RBW,LABOR AND EMPLOYMENT - Discrimination. Former federal employee failed to exhaust administrative remedies with respect to his Title VII claim.,"...non-selection was based upon a [p]lanned, arranged and executed non- competitive selection process of a detail assignment [with] a discriminatory motive...",,,
2010,,"In re Weeks Landing, LLC",https://www.westlaw.com/Document/I953509e0d83d11df952c80d2993fba83/View/FullText.html?listSource=Search&list=CASE&rank=433&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, M.D. Florida, Fort Myers Division.",13-Oct-10,439 B.R. 897,2010 WL 4023061,"2:09-CV-626-FTM-29, 9:06-BK-01721-ALP, ADV. 9:09-AP-00170",BANKRUPTCY - Judgment. Court could not grant summary judgment on individual claims because they were intermingled with barred derivative claims.,"...purpose. On or about April 8, 2006, a Confidentiality and Non  Compete Agreement (the Confidentiality Agreement, Doc. #420) was signed between...","...had been violations of the April 8, 2006 Confidentiality and Non  Compete Agreement; that RCMP and Natoli engaged in obstructive behavior and...","...April 6, 2006, Pessin and RCMP executed a Confidentiality and Non  Compete Agreement. Id., ¶¶89.) Pessin agreed to disclose confidential...",
